POLICY_NUMBER,ORIG_LOAN_AMOUNT,LOAN_AMT_ADDED,LOAN_BALANCE,MLOANPRIN_STAGING,MLOANBAL_STAGING,BA_REVIEW_FLAG
9010300689,8202.29,-8202.29,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010749053,8897.88,-539.58,8358.3,8358.30,8358.30,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010749401,9689.64,188.04,9877.68,9877.68,9877.68,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010749906,18.75,1.5,20.25,20.25,20.25,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010749942,1120.28,3.78,1124.06,1124.06,1124.06,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010750265,1269.48,101.45,1370.93,1370.93,1370.93,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010750755,121.0,3.94,124.94,124.94,124.94,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010750812,9920.48,-9920.48,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010750813,3965.68,-3965.68,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010752513,7274.65,-7274.65,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010752702,0.59,-0.59,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010753409,121.0,9.67,130.67,130.67,130.67,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010754480,15.04,1.2,16.24,16.24,16.24,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010755885,347.44,-347.44,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010756091,4511.18,175.31,4686.49,4686.49,4686.49,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010756212,21537.68,-21537.68,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010756540,202.75,-202.75,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010756833,1293.52,103.37,1396.89,1396.89,1396.89,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010756909,30.0,2.4,32.4,32.40,32.40,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010759530,9271.84,-9271.84,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010759555,5940.81,474.75,6415.56,6415.56,6415.56,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010759932,381.6,14.95,396.55,396.55,396.55,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010760306,12863.24,-12863.24,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010760840,358.2,28.63,386.83,386.83,386.83,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010760865,426.62,-426.62,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010760873,14062.87,1123.81,15186.68,15186.68,15186.68,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010760874,1015.42,-1015.42,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010761639,13149.03,370.17,13519.2,13519.20,13519.20,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010761870,28.19,-28.19,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010761965,2821.71,-2821.71,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010761966,7.24,0.56,7.8,7.80,7.80,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010762047,1429.97,40.57,1470.54,1470.54,1470.54,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010762068,89.09,-89.09,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010762331,2852.05,-2852.05,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010763006,1191.55,-1191.55,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010763063,42.08,-2.42,39.66,39.66,39.66,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010763378,4222.44,326.73,4549.17,4549.17,4549.17,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010764348,108.97,8.71,117.68,117.68,117.68,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010764379,17.39,-17.39,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010766057,17189.81,-17189.81,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010766284,8767.52,-8767.52,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010766847,5563.43,-5563.43,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010766920,53.62,4.28,57.9,57.90,57.90,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010766921,81.25,6.49,87.74,87.74,87.74,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010767772,230.29,-230.29,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010767776,198.05,-14.58,183.47,183.47,183.47,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010769191,0.48,-0.48,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010769345,112.75,9.01,121.76,121.76,121.76,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010769711,29657.91,-29657.91,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010769714,565.61,-565.61,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010770571,13.73,-13.73,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010770572,104.83,-104.83,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010770719,8144.15,-8144.15,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010770721,5561.76,444.46,6006.22,6006.22,6006.22,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010770816,17369.21,-17369.21,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010771111,20159.77,-20159.77,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010771354,0.92,0.04,0.96,0.96,0.96,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010772840,170.9,-170.9,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010772903,4412.83,212.22,4625.05,4625.05,4625.05,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010772919,23872.52,1907.74,25780.26,25780.26,25780.26,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010773575,7110.36,436.73,7547.09,7547.09,7547.09,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010773681,297.52,23.78,321.3,321.30,321.30,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010773682,201.67,16.12,217.79,217.79,217.79,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010774107,9174.09,-9174.09,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010774109,623.44,-623.44,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010774490,66.62,1.29,67.91,67.91,67.91,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010774868,650.21,-650.21,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010775239,0.27,-0.27,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010775583,8756.74,505.9,9262.64,9262.64,9262.64,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010775940,8770.11,-8770.11,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010776157,2113.13,-2113.13,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010776502,0.07,-0.07,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010776651,40.44,0.52,40.96,40.96,40.96,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010776653,172.2,-11.19,161.01,161.01,161.01,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010776811,5630.74,327.85,5958.59,5958.59,5958.59,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010776918,14173.54,-14173.54,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010778474,50.79,4.06,54.85,54.85,54.85,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010778653,287.25,22.96,310.21,310.21,310.21,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010778697,309.87,23.92,333.79,333.79,333.79,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010779556,8990.17,-8990.17,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010779563,8681.2,693.75,9374.95,9374.95,9374.95,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010780510,18.69,1.49,20.18,20.18,20.18,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010780668,87.59,-87.59,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010781368,3013.48,-3013.48,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010782818,7221.43,-7221.43,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010783066,187.4,-187.4,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010783269,2989.62,-2989.62,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010783296,257.17,-257.17,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010783715,17521.36,-17521.36,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010784248,7479.06,-7479.06,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010784249,9829.53,-9829.53,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010784592,116.58,-116.58,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010784731,0.6,-0.6,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010784732,56.03,3.28,59.31,59.31,59.31,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010784742,5279.21,-5279.21,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010785049,9387.19,-9387.19,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010785099,7038.13,-7038.13,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010785163,9346.67,746.93,10093.6,10093.60,10093.60,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010786152,114.03,4.47,118.5,118.50,118.50,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010786321,5777.81,-5777.81,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010786800,57.51,4.6,62.11,62.11,62.11,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010787668,0.0,204.0,204.0,204.00,204.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010787669,332.69,-24.6,308.09,308.09,308.09,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010787730,4406.68,-4406.68,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010787952,2374.79,-2374.79,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010788878,4093.48,-4093.48,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010789348,1346.07,-1346.07,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010789531,11715.09,-11715.09,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010789532,3026.77,-3026.77,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010789546,298.75,23.87,322.62,322.62,322.62,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010789547,366.56,-21.2,345.36,345.36,345.36,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010790531,196.39,15.69,212.08,212.08,212.08,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010790532,142.54,11.39,153.93,153.93,153.93,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010790754,979.95,78.31,1058.26,1058.26,1058.26,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010790782,9110.59,-9110.59,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010791498,8033.34,641.97,8675.31,8675.31,8675.31,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010792541,2740.61,162.82,2903.43,2903.43,2903.43,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010792705,4402.9,-4402.9,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010792706,3859.92,-3859.92,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010793451,82.5,6.59,89.09,89.09,89.09,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010793737,2907.94,-2907.94,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010793738,2926.05,-2926.05,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010794112,642.43,51.34,693.77,693.77,693.77,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010794265,6.48,0.52,7.0,7.00,7.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010794520,46.18,2.74,48.92,48.92,48.92,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010795047,365.7,-365.7,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010795699,6818.46,-6818.46,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010795840,21.13,0.69,21.82,21.82,21.82,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010796459,13822.99,-13822.99,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010796464,4578.96,-4578.96,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010796912,703.23,27.56,730.79,730.79,730.79,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010797196,166.61,-166.61,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010797197,2004.37,160.18,2164.55,2164.55,2164.55,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010798018,101.79,-101.79,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010800286,121.0,9.67,130.67,130.67,130.67,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010802647,136.0,10.87,146.87,146.87,146.87,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010803025,7698.68,-7698.68,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010803026,13902.87,1111.03,15013.9,15013.90,15013.90,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010803417,13900.46,-13900.46,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010804608,1193.72,-1193.72,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010804711,2024.82,-148.64,1876.18,1876.18,1876.18,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010806596,28.08,1.67,29.75,29.75,29.75,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010806606,2018.11,-2018.11,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010806653,17.2,1.26,18.46,18.46,18.46,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010807566,14669.5,1172.29,15841.79,15841.79,15841.79,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010808106,1008.6,-1008.6,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010808548,15873.33,1268.49,17141.82,17141.82,17141.82,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010808831,400.0,26.1,426.1,426.10,426.10,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010808895,2282.38,-2282.38,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010808901,3104.8,-3104.8,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010809317,2125.45,113.03,2238.48,2238.48,2238.48,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010809320,1557.91,-9.54,1548.37,1548.37,1548.37,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010809333,80.64,-80.64,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010809353,51.61,-51.61,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010809581,96.11,-96.11,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010809966,4748.37,-4748.37,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010810194,0.07,-0.07,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010810271,10509.48,-10509.48,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010810504,726.43,-726.43,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010810539,3506.23,-3506.23,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010810691,1012.26,-1012.26,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010810912,5046.22,-5046.22,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010811204,5384.3,-5384.3,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010811250,1255.14,100.3,1355.44,1355.44,1355.44,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010811319,9090.67,726.47,9817.14,9817.14,9817.14,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010812930,3986.4,-3986.4,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010813163,4942.06,-4942.06,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010813414,6792.04,-502.61,6289.43,6289.43,6289.43,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010813426,5145.59,-5145.59,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010813427,4264.31,-4264.31,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010814167,0.0,287.25,287.25,287.25,287.25,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010814172,3311.56,264.64,3576.2,3576.20,3576.20,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010814390,263.0,21.02,284.02,284.02,284.02,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010814559,5068.81,-5068.81,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010814968,10357.33,-10357.33,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010815236,0.46,-0.46,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010815416,76.41,-76.41,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010815417,71.83,-71.83,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010815523,77.79,-3.51,74.28,74.28,74.28,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010815524,2702.13,-2702.13,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010816331,4496.84,-4496.84,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010816898,42637.61,-42637.61,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010816928,1556.44,-1556.44,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010817366,43.4,0.84,44.24,44.24,44.24,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010817367,34.7,0.67,35.37,35.37,35.37,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010817415,2355.07,-2355.07,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010817483,10161.53,812.04,10973.57,10973.57,10973.57,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010817639,1423.76,-1423.76,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010817835,170.06,-170.06,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010817836,199.89,-199.89,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010818008,76.37,-76.37,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010818051,4558.31,238.38,4796.69,4796.69,4796.69,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010819271,7652.03,611.5,8263.53,8263.53,8263.53,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010819400,15476.06,-15476.06,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010819774,17791.4,1421.77,19213.17,19213.17,19213.17,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010819960,26.98,-26.98,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010819961,26.48,-26.48,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010821381,5091.85,-5091.85,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010822238,9440.67,552.46,9993.13,9993.13,9993.13,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010822851,27.23,0.71,27.94,27.94,27.94,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010823187,161.47,-161.47,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010824611,26.21,-26.21,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010825195,89.65,-89.65,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010825694,70.34,-70.34,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010825720,355.98,-355.98,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010825968,2313.04,-2313.04,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010825969,3598.2,-3598.2,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010826097,10570.4,-10570.4,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010826130,5.11,-5.11,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010826133,19084.12,-19084.12,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010827081,11747.39,827.04,12574.43,12574.43,12574.43,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010827434,3139.92,-3139.92,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010827507,4342.31,341.09,4683.4,4683.40,4683.40,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010827528,4323.57,345.51,4669.08,4669.08,4669.08,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010827575,85.7,6.85,92.55,92.55,92.55,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010827674,6396.87,-6396.87,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010827699,9087.57,566.16,9653.73,9653.73,9653.73,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010828368,4264.35,-4264.35,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010828370,45.0,3.6,48.6,48.60,48.60,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010831150,69.27,-69.27,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010831478,1473.07,-103.17,1369.9,1369.90,1369.90,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010832626,4727.42,-4727.42,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010832740,6055.68,483.93,6539.61,6539.61,6539.61,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010833382,12162.5,874.14,13036.64,13036.64,13036.64,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010833467,7150.12,-7150.12,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010834414,3560.42,-198.96,3361.46,3361.46,3361.46,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010834430,10872.85,-10872.85,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010834489,28.07,-28.07,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010834689,2531.36,-2531.36,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010834690,1496.04,-1496.04,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010835334,2233.67,-2233.67,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010836265,0.11,-0.01,0.1,0.10,0.10,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010838863,631.7,-631.7,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
9010839290,3780.41,-3780.41,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per staging config; confirm principal definition
